answerKey,id,choices,stem,choice_0,choice_1,choice_2,choice_3,choice_4,label
B,82c0a4b4d56ab5990656224723bce4a2,"[{'label': 'A', 'text': 'museum'}, {'label': 'B', 'text': 'zoo'}, {'label': 'C', 'text': 'opera'}, {'label': 'D', 'text': 'desk'}, {'label': 'E', 'text': 'hospital'}]",What place would a person go to look at zebras?,museum,zoo,opera,desk,hospital,1
B,b031535fa9650815c3d94331acaaa59b,"[{'label': 'A', 'text': 'synagogue'}, {'label': 'B', 'text': 'dimly lit room'}, {'label': 'C', 'text': 'sunlight'}, {'label': 'D', 'text': 'bedroom'}, {'label': 'E', 'text': 'birthday cake'}]",If you're lighting a candle to see what are you in?,synagogue,dimly lit room,sunlight,bedroom,birthday cake,1
E,e6a004969d04ae354a822fef3ae0ac31,"[{'label': 'A', 'text': 'enlightenment'}, {'label': 'B', 'text': 'confusion'}, {'label': 'C', 'text': 'solution'}, {'label': 'D', 'text': 'loss of innocence'}, {'label': 'E', 'text': 'sadness'}]",WHat does learning about world poverty lead to?,enlightenment,confusion,solution,loss of innocence,sadness,4
D,72fd7996e2176c8620009d917e55d56c,"[{'label': 'A', 'text': 'town'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'magazines'}, {'label': 'D', 'text': 'carpeting'}, {'label': 'E', 'text': 'phone book'}]",What could you find in a bookstore that is not for sale?,town,city,magazines,carpeting,phone book,3
B,96c5d630be5120f6fe70d34083fbaaf0,"[{'label': 'A', 'text': 'headache'}, {'label': 'B', 'text': 'form opinions'}, {'label': 'C', 'text': 'change'}, {'label': 'D', 'text': 'start reproduction'}, {'label': 'E', 'text': 'advance'}]",What can one do better after learning about a subject?,headache,form opinions,change,start reproduction,advance,1
A,6b91e83e9da307cb4ad52d859c5c4483,"[{'label': 'A', 'text': 'shelf'}, {'label': 'B', 'text': 'meeting'}, {'label': 'C', 'text': 'public library'}, {'label': 'D', 'text': 'bag'}, {'label': 'E', 'text': 'conference'}]",Jane read all of the related literature before she went into the room to speak with the others. Where did she keep her literature?,shelf,meeting,public library,bag,conference,0
E,a6d37744a4a0f2dd1707e1bf5b4a0ee0,"[{'label': 'A', 'text': 'have imagination'}, {'label': 'B', 'text': 'learn to act'}, {'label': 'C', 'text': 'have fun with'}, {'label': 'D', 'text': 'acting'}, {'label': 'E', 'text': 'day dream'}]",John loved to pretend.  He would waste many hours doing what?,have imagination,learn to act,have fun with,acting,day dream,4
D,833b5da917293eef71101ac010a218d3,"[{'label': 'A', 'text': 'fitness'}, {'label': 'B', 'text': 'sweating'}, {'label': 'C', 'text': 'catching up with'}, {'label': 'D', 'text': 'physical exertion'}, {'label': 'E', 'text': 'sprinting'}]",What does running after balls lead to?,fitness,sweating,catching up with,physical exertion,sprinting,3
C,35e8bb4f6c3aca9e22ecd4c061f6a905,"[{'label': 'A', 'text': 'listening'}, {'label': 'B', 'text': ""opening one's mouth""}, {'label': 'C', 'text': 'language'}, {'label': 'D', 'text': 'translator'}, {'label': 'E', 'text': 'voice'}]",What do two people know to be talking to each other effectively?,listening,opening one's mouth,language,translator,voice,2
B,063f4adf79b6c412dcd96ccc8b5443b9,"[{'label': 'A', 'text': 'a tv screen'}, {'label': 'B', 'text': 'movie'}, {'label': 'C', 'text': 'big house'}, {'label': 'D', 'text': 'church'}, {'label': 'E', 'text': 'tuxedo'}]",Where could you see a gentleman that is not real?,a tv screen,movie,big house,church,tuxedo,1
E,9517b9c0163e5b62025a8cf4d065fbed,"[{'label': 'A', 'text': 'home'}, {'label': 'B', 'text': 'automobile'}, {'label': 'C', 'text': 'train'}, {'label': 'D', 'text': 'house'}, {'label': 'E', 'text': 'public building'}]","The heater broke down before the city's Christmas party, so they could no longer host the party in the what?",home,automobile,train,house,public building,4
B,f001a4347cb9f429ad921bbd53c8d416,"[{'label': 'A', 'text': 'south carolina'}, {'label': 'B', 'text': 'missouri'}, {'label': 'C', 'text': 'wyoming'}, {'label': 'D', 'text': 'washington'}, {'label': 'E', 'text': 'tennessee'}]",What state has a city called columbia?,south carolina,missouri,wyoming,washington,tennessee,1
C,fe9058478df093887b7711f7ff6a32b8,"[{'label': 'A', 'text': 'pond'}, {'label': 'B', 'text': 'ocean'}, {'label': 'C', 'text': 'end of line'}, {'label': 'D', 'text': 'pet shop'}, {'label': 'E', 'text': 'boat'}]",What do you take fish off of when fishing?,pond,ocean,end of line,pet shop,boat,2
A,0d217b38f23357746aaa44720603ef8b,"[{'label': 'A', 'text': 'apartment'}, {'label': 'B', 'text': 'school'}, {'label': 'C', 'text': 'hotel'}, {'label': 'D', 'text': ""friend's house""}, {'label': 'E', 'text': 'motel'}]","There was only one room in the place where Bill slept.  It had a bed, a fridge, a stove, a couch, and a television.  Where might he be?",apartment,school,hotel,friend's house,motel,0
C,48d50f1e0f1ffd866a17157a7f0cb4ec,"[{'label': 'A', 'text': 'water plants'}, {'label': 'B', 'text': 'speaking english'}, {'label': 'C', 'text': 'raise children'}, {'label': 'D', 'text': 'pay bills'}, {'label': 'E', 'text': 'talk to each other'}]",People who make people now have what responsibility?,water plants,speaking english,raise children,pay bills,talk to each other,2
B,a6b7c7feeec04d934ec739d13ef99f7a,"[{'label': 'A', 'text': 'shirt pocket'}, {'label': 'B', 'text': 'desk drawer'}, {'label': 'C', 'text': ""calligrapher's hand""}, {'label': 'D', 'text': 'blotter'}, {'label': 'E', 'text': 'portfolio'}]","He needed to sign the papers, he got his good fountain pen from the sliding what?",shirt pocket,desk drawer,calligrapher's hand,blotter,portfolio,1
B,90f2c0609fd932535f1c50658eef882a,"[{'label': 'A', 'text': 'garage'}, {'label': 'B', 'text': 'street'}, {'label': 'C', 'text': 'prayer hall'}, {'label': 'D', 'text': 'kitchen'}, {'label': 'E', 'text': 'alley'}]","Sam doesn't like moving his garbage can, so he just leaves it where it can be picked up.  Other people are annoyed by this because  it blocks part of what?",garage,street,prayer hall,kitchen,alley,1
D,1d81b9150588c11ec7e5ba1d5aae341e,"[{'label': 'A', 'text': 'hunger'}, {'label': 'B', 'text': 'enjoyable'}, {'label': 'C', 'text': 'boredom'}, {'label': 'D', 'text': 'longing'}, {'label': 'E', 'text': 'entertainment'}]","Seeing people play the game made Victor remember when he played the game.  He experienced something, remembering his past.  What might he have felt?",hunger,enjoyable,boredom,longing,entertainment,3
D,23b49342e156b2c7591f8026bd53899d,"[{'label': 'A', 'text': 'playing around'}, {'label': 'B', 'text': 'wild ride'}, {'label': 'C', 'text': 'cleaning house'}, {'label': 'D', 'text': 'kiss'}, {'label': 'E', 'text': 'constructing'}]",What is a way that couples like to go about 	having fun ?,playing around,wild ride,cleaning house,kiss,constructing,3
B,d01d9b7d306effa2a9ebf59fa464786d,"[{'label': 'A', 'text': 'nursery'}, {'label': 'B', 'text': 'school'}, {'label': 'C', 'text': 'disneyland'}, {'label': 'D', 'text': 'zoo'}, {'label': 'E', 'text': 'soccer game'}]",Where would children go to learn?,nursery,school,disneyland,zoo,soccer game,1
E,02ba5bdc8189ec1eb412e391a0ed57ee,"[{'label': 'A', 'text': 'go slowly'}, {'label': 'B', 'text': 'leisure'}, {'label': 'C', 'text': 'delay'}, {'label': 'D', 'text': 'slow down'}, {'label': 'E', 'text': 'take time'}]",Sam wasn't in a rush to shop.  That allowed him to be more mindful and do what?,go slowly,leisure,delay,slow down,take time,4
E,f6264e520bb920cb82851012d714c166,"[{'label': 'A', 'text': 'art class'}, {'label': 'B', 'text': 'desk'}, {'label': 'C', 'text': 'insane asylum'}, {'label': 'D', 'text': 'indiana'}, {'label': 'E', 'text': 'office'}]","The receptionist lady loved to use a rubber stamp on her notes, she was the most pleasant person in the whole what?",art class,desk,insane asylum,indiana,office,4
C,8087e5da3c92f21049509a303b5e1a81,"[{'label': 'A', 'text': 'mother and father'}, {'label': 'B', 'text': 'heart'}, {'label': 'C', 'text': 'mouth'}, {'label': 'D', 'text': 'name'}, {'label': 'E', 'text': 'hide'}]",What does every person talk out of?,mother and father,heart,mouth,name,hide,2
A,7c9655e60dab409251d866d0c10d1987,"[{'label': 'A', 'text': 'park'}, {'label': 'B', 'text': 'funeral'}, {'label': 'C', 'text': 'the beach'}, {'label': 'D', 'text': 'wedding'}, {'label': 'E', 'text': 'supermarket'}]",Where might a family go on a nice day?,park,funeral,the beach,wedding,supermarket,0
A,c09c876640fe6527f6a10a2f2faf6245,"[{'label': 'A', 'text': 'closet'}, {'label': 'B', 'text': 'desk'}, {'label': 'C', 'text': 'bookshelf'}, {'label': 'D', 'text': 'library of congress'}, {'label': 'E', 'text': 'classroom'}]",Where can you store a book you won't need for a while nearby to fabric items you wear?,closet,desk,bookshelf,library of congress,classroom,0
D,411b40d253960936de500ef3a57d650b,"[{'label': 'A', 'text': 'backward'}, {'label': 'B', 'text': 'garish'}, {'label': 'C', 'text': 'bright'}, {'label': 'D', 'text': 'ignorant'}, {'label': 'E', 'text': 'make invisible'}]",Billy was smart but inexperienced.  In many ways he was what?,backward,garish,bright,ignorant,make invisible,3
B,41c2e0acce5d5f403df044c68a497e7e,"[{'label': 'A', 'text': 'house'}, {'label': 'B', 'text': 'england'}, {'label': 'C', 'text': 'city'}, {'label': 'D', 'text': 'land'}, {'label': 'E', 'text': 'suburban neighborhood'}]",What place has tens of milliions of back garden?,house,england,city,land,suburban neighborhood,1
E,91b2a4649122feaa9e9ea3a8eba0150b,"[{'label': 'A', 'text': 'outdoors'}, {'label': 'B', 'text': 'planetarium'}, {'label': 'C', 'text': 'head strain'}, {'label': 'D', 'text': 'heavens'}, {'label': 'E', 'text': 'atmosphere'}]",What must someone go through when heading to the sky?,outdoors,planetarium,head strain,heavens,atmosphere,4
C,9c4a0ef43214ce4e7c111489620e3518,"[{'label': 'A', 'text': 'plumbing'}, {'label': 'B', 'text': 'lightening'}, {'label': 'C', 'text': 'lighting'}, {'label': 'D', 'text': 'silence'}, {'label': 'E', 'text': 'lightning'}]",James heard thunder while he was putting up the overhead lamps. It hit very close.   James worried that he might be killed while installing what?,plumbing,lightening,lighting,silence,lightning,2
A,28d79703ce3cbe950121b29f9c701ba6,"[{'label': 'A', 'text': 'get tired'}, {'label': 'B', 'text': 'backache'}, {'label': 'C', 'text': 'get a clean house'}, {'label': 'D', 'text': 'tiredness'}, {'label': 'E', 'text': 'boredom'}]",What is likely to happen if you're doing housework all day?,get tired,backache,get a clean house,tiredness,boredom,0
D,e13aafcc0fa43f695280961f4b2bedd5,"[{'label': 'A', 'text': 'village'}, {'label': 'B', 'text': 'hair salon'}, {'label': 'C', 'text': 'city'}, {'label': 'D', 'text': 'shopping mall'}, {'label': 'E', 'text': 'small town'}]",Where could you find a barbershop that is not in a separate building from other stores?,village,hair salon,city,shopping mall,small town,3
B,87fa845f82e38879a0a3eb1ff708a665,"[{'label': 'A', 'text': 'upstairs'}, {'label': 'B', 'text': 'upstream'}, {'label': 'C', 'text': 'above'}, {'label': 'D', 'text': 'inside'}, {'label': 'E', 'text': 'over'}]","He left camp following the river down below, his partnered remained where?",upstairs,upstream,above,inside,over,1
A,d47c5541e29cd6a6679e81b81c5e7bbf,"[{'label': 'A', 'text': 'internet cafe'}, {'label': 'B', 'text': 'on a train'}, {'label': 'C', 'text': 'view bluescreen'}, {'label': 'D', 'text': 'box'}, {'label': 'E', 'text': 'desktop'}]",Amy sat down and turned on her monitor.  She only had an hour of time to do her work.  Where might she be?,internet cafe,on a train,view bluescreen,box,desktop,0
C,e31438e5294f34bd2571efc826aeda34,"[{'label': 'A', 'text': 'savannah'}, {'label': 'B', 'text': 'veldt'}, {'label': 'C', 'text': 'africa'}, {'label': 'D', 'text': 'ocean'}, {'label': 'E', 'text': 'jungle'}]",Where is a lion likely to live?,savannah,veldt,africa,ocean,jungle,2
D,15e76580e435c42e2c013c36bd12f6da,"[{'label': 'A', 'text': 'have money'}, {'label': 'B', 'text': 'time'}, {'label': 'C', 'text': 'go someplace'}, {'label': 'D', 'text': 'go somewhere'}, {'label': 'E', 'text': 'energy'}]",What does someone want to do if they want to travel?,have money,time,go someplace,go somewhere,energy,3
A,5d237d854c33714dd94bb4f377a333e2,"[{'label': 'A', 'text': 'dentist office'}, {'label': 'B', 'text': 'grocery store'}, {'label': 'C', 'text': 'drug store'}, {'label': 'D', 'text': 'bedroom'}, {'label': 'E', 'text': 'supermarket'}]","The toothbrush was given to the man for free, where did the man get it?",dentist office,grocery store,drug store,bedroom,supermarket,0
B,5c102f217b3b1d0b5fec0c549a0e0b08,"[{'label': 'A', 'text': 'tennessee'}, {'label': 'B', 'text': 'violin case'}, {'label': 'C', 'text': 'alabama'}, {'label': 'D', 'text': 'music store'}, {'label': 'E', 'text': 'bluegrass'}]",Where should you store a fiddle when you're not playing it?,tennessee,violin case,alabama,music store,bluegrass,1
D,adab3ab59ebc571bb6ad7fe9fe83e658,"[{'label': 'A', 'text': 'saving money'}, {'label': 'B', 'text': 'sit down'}, {'label': 'C', 'text': 'refusing'}, {'label': 'D', 'text': 'sitting down'}, {'label': 'E', 'text': 'go outdoors'}]","The man wanted to take a bus, but all the chars were full of people doing what?",saving money,sit down,refusing,sitting down,go outdoors,3
D,ca183491c47cab9a11c4bc337d898809,"[{'label': 'A', 'text': 'happiness'}, {'label': 'B', 'text': 'her hair'}, {'label': 'C', 'text': 'learning new skills'}, {'label': 'D', 'text': 'people helped'}, {'label': 'E', 'text': 'better circumstances'}]",Sarah loves giving assistance.  She doesn't ask for anything in returned.  What does Sarah probably care about most?,happiness,her hair,learning new skills,people helped,better circumstances,3
C,2ae8799d0742baf833d2968609034a01,"[{'label': 'A', 'text': 'selling'}, {'label': 'B', 'text': 'get money'}, {'label': 'C', 'text': 'save money'}, {'label': 'D', 'text': 'spend money'}, {'label': 'E', 'text': 'steal'}]",She would only buy things on sale as to what?,selling,get money,save money,spend money,steal,2
B,e8a9142d2402f818273dd62cf5a7b559,"[{'label': 'A', 'text': 'henhouse'}, {'label': 'B', 'text': 'plate'}, {'label': 'C', 'text': 'chicken coop'}, {'label': 'D', 'text': ""bird's nest""}, {'label': 'E', 'text': 'glass cup'}]",On what would you serve an egg to someone?,henhouse,plate,chicken coop,bird's nest,glass cup,1
D,2493dc44998db263d203b440ba11e8f9,"[{'label': 'A', 'text': 'cargo hold'}, {'label': 'B', 'text': 'in a cockpit'}, {'label': 'C', 'text': 'taxi'}, {'label': 'D', 'text': 'baggage compartment'}, {'label': 'E', 'text': 'movie'}]",Where is a suitcase stored while a person travels by air?,cargo hold,in a cockpit,taxi,baggage compartment,movie,3
B,be3f0368c44102dc609c0557e49c5adf,"[{'label': 'A', 'text': 'school'}, {'label': 'B', 'text': ""neighbor's house""}, {'label': 'C', 'text': 'rest area'}, {'label': 'D', 'text': 'flat'}, {'label': 'E', 'text': 'litterbox'}]","John's bathroom wouldn't flush, so on Saturdays he was forced to poop where?",school,neighbor's house,rest area,flat,litterbox,1
D,ec2d0542f4b1a7dd75d2c67f69ed3008,"[{'label': 'A', 'text': 'driveway'}, {'label': 'B', 'text': 'parking lot'}, {'label': 'C', 'text': 'desert'}, {'label': 'D', 'text': 'wasteland'}, {'label': 'E', 'text': 'hop garden'}]","All the movies always portray gasoline as the commodity, but he was convinced a garden would be the most valuable in a what?",driveway,parking lot,desert,wasteland,hop garden,3
E,dde3beb0514ed25b24435d6db8e8690e,"[{'label': 'A', 'text': 'humanity'}, {'label': 'B', 'text': 'nature'}, {'label': 'C', 'text': 'headache'}, {'label': 'D', 'text': 'society'}, {'label': 'E', 'text': 'natural world'}]",What includes both a person and a jellyfish?,humanity,nature,headache,society,natural world,4
D,d21b0ce1c1792f1cdf920a81f9f5ee96,"[{'label': 'A', 'text': 'pool table'}, {'label': 'B', 'text': 'closet'}, {'label': 'C', 'text': 'toy box'}, {'label': 'D', 'text': 'playroom'}, {'label': 'E', 'text': 'park'}]",Billy bounced the ball off the wall.  There was a target on the wall for him to bounce against.  Where might he be?,pool table,closet,toy box,playroom,park,3
E,073e0a4fc4b0ca1304c17c5368f04757,"[{'label': 'A', 'text': 'moustache'}, {'label': 'B', 'text': 'barber shop'}, {'label': 'C', 'text': 'sink'}, {'label': 'D', 'text': 'oils'}, {'label': 'E', 'text': 'mammals'}]","Sally liked hair, and wanted to rub some every single day. However, she has no skill at cutting hair at all, and no interest in doing so.  What might she get to let her rub hair?",moustache,barber shop,sink,oils,mammals,4
E,2474deb235b3e66c972da5629d285ee9,"[{'label': 'A', 'text': 'strain eyes'}, {'label': 'B', 'text': 'higher intelligence'}, {'label': 'C', 'text': 'better grades'}, {'label': 'D', 'text': 'inspiration'}, {'label': 'E', 'text': 'increasing knowledge'}]","He was a trivia hound and loved being able to answer anything, he loved studying to do what?",strain eyes,higher intelligence,better grades,inspiration,increasing knowledge,4
E,d704344126fe44db556043532ec8be47,"[{'label': 'A', 'text': 'house'}, {'label': 'B', 'text': 'cabinet'}, {'label': 'C', 'text': 'apartment'}, {'label': 'D', 'text': 'woods'}, {'label': 'E', 'text': 'bedroom'}]",Where might a television used at night be?,house,cabinet,apartment,woods,bedroom,4
