answerKey,id,choices,stem,choice_0,choice_1,choice_2,choice_3,choice_4,label
B,6b91e83e9da307cb4ad52d859c5c4483,"[{'label': 'A', 'text': 'bag'}, {'label': 'B', 'text': 'shelf'}, {'label': 'C', 'text': 'meeting'}, {'label': 'D', 'text': 'conference'}, {'label': 'E', 'text': 'public library'}]",Jane read all of the related literature before she went into the room to speak with the others. Where did she keep her literature?,bag,shelf,meeting,conference,public library,1
D,57ddbce14bf86ca4c8d4cc7c925bdf47,"[{'label': 'A', 'text': 'aforesaid'}, {'label': 'B', 'text': 'aforementioned'}, {'label': 'C', 'text': 'prior'}, {'label': 'D', 'text': 'former'}, {'label': 'E', 'text': 'earlier'}]","When given two options, he chose the latter, what did he disregard?",aforesaid,aforementioned,prior,former,earlier,3
A,a6d37744a4a0f2dd1707e1bf5b4a0ee0,"[{'label': 'A', 'text': 'day dream'}, {'label': 'B', 'text': 'have fun with'}, {'label': 'C', 'text': 'learn to act'}, {'label': 'D', 'text': 'acting'}, {'label': 'E', 'text': 'have imagination'}]",John loved to pretend.  He would waste many hours doing what?,day dream,have fun with,learn to act,acting,have imagination,0
B,833b5da917293eef71101ac010a218d3,"[{'label': 'A', 'text': 'fitness'}, {'label': 'B', 'text': 'physical exertion'}, {'label': 'C', 'text': 'sweating'}, {'label': 'D', 'text': 'sprinting'}, {'label': 'E', 'text': 'catching up with'}]",What does running after balls lead to?,fitness,physical exertion,sweating,sprinting,catching up with,1
D,35e8bb4f6c3aca9e22ecd4c061f6a905,"[{'label': 'A', 'text': 'translator'}, {'label': 'B', 'text': 'voice'}, {'label': 'C', 'text': ""opening one's mouth""}, {'label': 'D', 'text': 'language'}, {'label': 'E', 'text': 'listening'}]",What do two people know to be talking to each other effectively?,translator,voice,opening one's mouth,language,listening,3
D,063f4adf79b6c412dcd96ccc8b5443b9,"[{'label': 'A', 'text': 'a tv screen'}, {'label': 'B', 'text': 'tuxedo'}, {'label': 'C', 'text': 'big house'}, {'label': 'D', 'text': 'movie'}, {'label': 'E', 'text': 'church'}]",Where could you see a gentleman that is not real?,a tv screen,tuxedo,big house,movie,church,3
C,a522f36d0afb3f11dc5ee1123c7685fc,"[{'label': 'A', 'text': 'corner'}, {'label': 'B', 'text': 'demonstration'}, {'label': 'C', 'text': 'library'}, {'label': 'D', 'text': 'under the bed'}, {'label': 'E', 'text': 'rug'}]",Where can you find more than one table?,corner,demonstration,library,under the bed,rug,2
D,30138608d4934a75cf0911a06b021374,"[{'label': 'A', 'text': 'act fool'}, {'label': 'B', 'text': 'question authority'}, {'label': 'C', 'text': 'act innocent'}, {'label': 'D', 'text': 'forget'}, {'label': 'E', 'text': 'wash dishes'}]","I couldn't find anybody who recalled the event, what were they adroit at doing?",act fool,question authority,act innocent,forget,wash dishes,3
D,f001a4347cb9f429ad921bbd53c8d416,"[{'label': 'A', 'text': 'washington'}, {'label': 'B', 'text': 'south carolina'}, {'label': 'C', 'text': 'wyoming'}, {'label': 'D', 'text': 'missouri'}, {'label': 'E', 'text': 'tennessee'}]",What state has a city called columbia?,washington,south carolina,wyoming,missouri,tennessee,3
B,fe9058478df093887b7711f7ff6a32b8,"[{'label': 'A', 'text': 'boat'}, {'label': 'B', 'text': 'end of line'}, {'label': 'C', 'text': 'pet shop'}, {'label': 'D', 'text': 'pond'}, {'label': 'E', 'text': 'ocean'}]",What do you take fish off of when fishing?,boat,end of line,pet shop,pond,ocean,1
C,a6b7c7feeec04d934ec739d13ef99f7a,"[{'label': 'A', 'text': 'blotter'}, {'label': 'B', 'text': 'shirt pocket'}, {'label': 'C', 'text': 'desk drawer'}, {'label': 'D', 'text': 'portfolio'}, {'label': 'E', 'text': ""calligrapher's hand""}]","He needed to sign the papers, he got his good fountain pen from the sliding what?",blotter,shirt pocket,desk drawer,portfolio,calligrapher's hand,2
D,90f2c0609fd932535f1c50658eef882a,"[{'label': 'A', 'text': 'kitchen'}, {'label': 'B', 'text': 'prayer hall'}, {'label': 'C', 'text': 'garage'}, {'label': 'D', 'text': 'street'}, {'label': 'E', 'text': 'alley'}]","Sam doesn't like moving his garbage can, so he just leaves it where it can be picked up.  Other people are annoyed by this because  it blocks part of what?",kitchen,prayer hall,garage,street,alley,3
A,747e081856a7afa2ebe675548eaab9eb,"[{'label': 'A', 'text': 'department store'}, {'label': 'B', 'text': 'addition'}, {'label': 'C', 'text': 'cupboard'}, {'label': 'D', 'text': 'small hole'}, {'label': 'E', 'text': 'garden'}]","If you see a mouse scuttling across the floor, you are almost certainly not where?",department store,addition,cupboard,small hole,garden,0
D,1d81b9150588c11ec7e5ba1d5aae341e,"[{'label': 'A', 'text': 'boredom'}, {'label': 'B', 'text': 'hunger'}, {'label': 'C', 'text': 'enjoyable'}, {'label': 'D', 'text': 'longing'}, {'label': 'E', 'text': 'entertainment'}]","Seeing people play the game made Victor remember when he played the game.  He experienced something, remembering his past.  What might he have felt?",boredom,hunger,enjoyable,longing,entertainment,3
C,23b49342e156b2c7591f8026bd53899d,"[{'label': 'A', 'text': 'constructing'}, {'label': 'B', 'text': 'playing around'}, {'label': 'C', 'text': 'kiss'}, {'label': 'D', 'text': 'wild ride'}, {'label': 'E', 'text': 'cleaning house'}]",What is a way that couples like to go about 	having fun ?,constructing,playing around,kiss,wild ride,cleaning house,2
B,d01d9b7d306effa2a9ebf59fa464786d,"[{'label': 'A', 'text': 'disneyland'}, {'label': 'B', 'text': 'school'}, {'label': 'C', 'text': 'soccer game'}, {'label': 'D', 'text': 'zoo'}, {'label': 'E', 'text': 'nursery'}]",Where would children go to learn?,disneyland,school,soccer game,zoo,nursery,1
A,02ba5bdc8189ec1eb412e391a0ed57ee,"[{'label': 'A', 'text': 'take time'}, {'label': 'B', 'text': 'slow down'}, {'label': 'C', 'text': 'leisure'}, {'label': 'D', 'text': 'delay'}, {'label': 'E', 'text': 'go slowly'}]",Sam wasn't in a rush to shop.  That allowed him to be more mindful and do what?,take time,slow down,leisure,delay,go slowly,0
D,f6264e520bb920cb82851012d714c166,"[{'label': 'A', 'text': 'art class'}, {'label': 'B', 'text': 'desk'}, {'label': 'C', 'text': 'indiana'}, {'label': 'D', 'text': 'office'}, {'label': 'E', 'text': 'insane asylum'}]","The receptionist lady loved to use a rubber stamp on her notes, she was the most pleasant person in the whole what?",art class,desk,indiana,office,insane asylum,3
D,8087e5da3c92f21049509a303b5e1a81,"[{'label': 'A', 'text': 'name'}, {'label': 'B', 'text': 'hide'}, {'label': 'C', 'text': 'heart'}, {'label': 'D', 'text': 'mouth'}, {'label': 'E', 'text': 'mother and father'}]",What does every person talk out of?,name,hide,heart,mouth,mother and father,3
E,7c9655e60dab409251d866d0c10d1987,"[{'label': 'A', 'text': 'funeral'}, {'label': 'B', 'text': 'the beach'}, {'label': 'C', 'text': 'wedding'}, {'label': 'D', 'text': 'supermarket'}, {'label': 'E', 'text': 'park'}]",Where might a family go on a nice day?,funeral,the beach,wedding,supermarket,park,4
D,c09c876640fe6527f6a10a2f2faf6245,"[{'label': 'A', 'text': 'bookshelf'}, {'label': 'B', 'text': 'classroom'}, {'label': 'C', 'text': 'library of congress'}, {'label': 'D', 'text': 'closet'}, {'label': 'E', 'text': 'desk'}]",Where can you store a book you won't need for a while nearby to fabric items you wear?,bookshelf,classroom,library of congress,closet,desk,3
E,411b40d253960936de500ef3a57d650b,"[{'label': 'A', 'text': 'backward'}, {'label': 'B', 'text': 'make invisible'}, {'label': 'C', 'text': 'bright'}, {'label': 'D', 'text': 'garish'}, {'label': 'E', 'text': 'ignorant'}]",Billy was smart but inexperienced.  In many ways he was what?,backward,make invisible,bright,garish,ignorant,4
A,41c2e0acce5d5f403df044c68a497e7e,"[{'label': 'A', 'text': 'england'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'land'}, {'label': 'D', 'text': 'city'}, {'label': 'E', 'text': 'suburban neighborhood'}]",What place has tens of milliions of back garden?,england,house,land,city,suburban neighborhood,0
B,ab32b8150e7f87f6e5964889d9fdf562,"[{'label': 'A', 'text': 'lose money'}, {'label': 'B', 'text': 'bankruptcy'}, {'label': 'C', 'text': 'penury'}, {'label': 'D', 'text': 'casino'}, {'label': 'E', 'text': 'losing money'}]",Gambling debts that exceed your assets will cause you to declare what?,lose money,bankruptcy,penury,casino,losing money,1
A,91b2a4649122feaa9e9ea3a8eba0150b,"[{'label': 'A', 'text': 'atmosphere'}, {'label': 'B', 'text': 'head strain'}, {'label': 'C', 'text': 'planetarium'}, {'label': 'D', 'text': 'heavens'}, {'label': 'E', 'text': 'outdoors'}]",What must someone go through when heading to the sky?,atmosphere,head strain,planetarium,heavens,outdoors,0
C,5215e26c99b2a9b376fb1c70096a388a,"[{'label': 'A', 'text': 'park'}, {'label': 'B', 'text': 'on tv'}, {'label': 'C', 'text': 'indiana'}, {'label': 'D', 'text': 'maryland'}, {'label': 'E', 'text': 'new jersey'}]","They passed a apple tree on their way to the racetrack, the were going to watch the biggest motorsport spectacle in the world where?",park,on tv,indiana,maryland,new jersey,2
D,9c4a0ef43214ce4e7c111489620e3518,"[{'label': 'A', 'text': 'plumbing'}, {'label': 'B', 'text': 'lightning'}, {'label': 'C', 'text': 'silence'}, {'label': 'D', 'text': 'lighting'}, {'label': 'E', 'text': 'lightening'}]",James heard thunder while he was putting up the overhead lamps. It hit very close.   James worried that he might be killed while installing what?,plumbing,lightning,silence,lighting,lightening,3
A,28d79703ce3cbe950121b29f9c701ba6,"[{'label': 'A', 'text': 'get tired'}, {'label': 'B', 'text': 'get a clean house'}, {'label': 'C', 'text': 'boredom'}, {'label': 'D', 'text': 'tiredness'}, {'label': 'E', 'text': 'backache'}]",What is likely to happen if you're doing housework all day?,get tired,get a clean house,boredom,tiredness,backache,0
A,e13aafcc0fa43f695280961f4b2bedd5,"[{'label': 'A', 'text': 'shopping mall'}, {'label': 'B', 'text': 'village'}, {'label': 'C', 'text': 'city'}, {'label': 'D', 'text': 'small town'}, {'label': 'E', 'text': 'hair salon'}]",Where could you find a barbershop that is not in a separate building from other stores?,shopping mall,village,city,small town,hair salon,0
B,87fa845f82e38879a0a3eb1ff708a665,"[{'label': 'A', 'text': 'upstairs'}, {'label': 'B', 'text': 'upstream'}, {'label': 'C', 'text': 'above'}, {'label': 'D', 'text': 'inside'}, {'label': 'E', 'text': 'over'}]","He left camp following the river down below, his partnered remained where?",upstairs,upstream,above,inside,over,1
D,d47c5541e29cd6a6679e81b81c5e7bbf,"[{'label': 'A', 'text': 'desktop'}, {'label': 'B', 'text': 'view bluescreen'}, {'label': 'C', 'text': 'box'}, {'label': 'D', 'text': 'internet cafe'}, {'label': 'E', 'text': 'on a train'}]",Amy sat down and turned on her monitor.  She only had an hour of time to do her work.  Where might she be?,desktop,view bluescreen,box,internet cafe,on a train,3
D,e31438e5294f34bd2571efc826aeda34,"[{'label': 'A', 'text': 'ocean'}, {'label': 'B', 'text': 'savannah'}, {'label': 'C', 'text': 'veldt'}, {'label': 'D', 'text': 'africa'}, {'label': 'E', 'text': 'jungle'}]",Where is a lion likely to live?,ocean,savannah,veldt,africa,jungle,3
D,15e76580e435c42e2c013c36bd12f6da,"[{'label': 'A', 'text': 'go someplace'}, {'label': 'B', 'text': 'time'}, {'label': 'C', 'text': 'have money'}, {'label': 'D', 'text': 'go somewhere'}, {'label': 'E', 'text': 'energy'}]",What does someone want to do if they want to travel?,go someplace,time,have money,go somewhere,energy,3
C,5d237d854c33714dd94bb4f377a333e2,"[{'label': 'A', 'text': 'supermarket'}, {'label': 'B', 'text': 'bedroom'}, {'label': 'C', 'text': 'dentist office'}, {'label': 'D', 'text': 'drug store'}, {'label': 'E', 'text': 'grocery store'}]","The toothbrush was given to the man for free, where did the man get it?",supermarket,bedroom,dentist office,drug store,grocery store,2
A,5c102f217b3b1d0b5fec0c549a0e0b08,"[{'label': 'A', 'text': 'violin case'}, {'label': 'B', 'text': 'tennessee'}, {'label': 'C', 'text': 'bluegrass'}, {'label': 'D', 'text': 'music store'}, {'label': 'E', 'text': 'alabama'}]",Where should you store a fiddle when you're not playing it?,violin case,tennessee,bluegrass,music store,alabama,0
D,adab3ab59ebc571bb6ad7fe9fe83e658,"[{'label': 'A', 'text': 'go outdoors'}, {'label': 'B', 'text': 'refusing'}, {'label': 'C', 'text': 'saving money'}, {'label': 'D', 'text': 'sitting down'}, {'label': 'E', 'text': 'sit down'}]","The man wanted to take a bus, but all the chars were full of people doing what?",go outdoors,refusing,saving money,sitting down,sit down,3
A,ca183491c47cab9a11c4bc337d898809,"[{'label': 'A', 'text': 'people helped'}, {'label': 'B', 'text': 'learning new skills'}, {'label': 'C', 'text': 'happiness'}, {'label': 'D', 'text': 'better circumstances'}, {'label': 'E', 'text': 'her hair'}]",Sarah loves giving assistance.  She doesn't ask for anything in returned.  What does Sarah probably care about most?,people helped,learning new skills,happiness,better circumstances,her hair,0
C,1ab746bcd100ccf513055fe93c61010b,"[{'label': 'A', 'text': 'rocky hills'}, {'label': 'B', 'text': 'scotland'}, {'label': 'C', 'text': 'kentucky'}, {'label': 'D', 'text': 'west virginia'}, {'label': 'E', 'text': 'canyon'}]","The tourist entered Mammoth cave, what state were they in?",rocky hills,scotland,kentucky,west virginia,canyon,2
A,2ae8799d0742baf833d2968609034a01,"[{'label': 'A', 'text': 'save money'}, {'label': 'B', 'text': 'spend money'}, {'label': 'C', 'text': 'selling'}, {'label': 'D', 'text': 'get money'}, {'label': 'E', 'text': 'steal'}]",She would only buy things on sale as to what?,save money,spend money,selling,get money,steal,0
D,e8a9142d2402f818273dd62cf5a7b559,"[{'label': 'A', 'text': 'henhouse'}, {'label': 'B', 'text': 'chicken coop'}, {'label': 'C', 'text': ""bird's nest""}, {'label': 'D', 'text': 'plate'}, {'label': 'E', 'text': 'glass cup'}]",On what would you serve an egg to someone?,henhouse,chicken coop,bird's nest,plate,glass cup,3
E,2493dc44998db263d203b440ba11e8f9,"[{'label': 'A', 'text': 'taxi'}, {'label': 'B', 'text': 'movie'}, {'label': 'C', 'text': 'in a cockpit'}, {'label': 'D', 'text': 'cargo hold'}, {'label': 'E', 'text': 'baggage compartment'}]",Where is a suitcase stored while a person travels by air?,taxi,movie,in a cockpit,cargo hold,baggage compartment,4
E,ec2d0542f4b1a7dd75d2c67f69ed3008,"[{'label': 'A', 'text': 'parking lot'}, {'label': 'B', 'text': 'hop garden'}, {'label': 'C', 'text': 'desert'}, {'label': 'D', 'text': 'driveway'}, {'label': 'E', 'text': 'wasteland'}]","All the movies always portray gasoline as the commodity, but he was convinced a garden would be the most valuable in a what?",parking lot,hop garden,desert,driveway,wasteland,4
A,dde3beb0514ed25b24435d6db8e8690e,"[{'label': 'A', 'text': 'natural world'}, {'label': 'B', 'text': 'humanity'}, {'label': 'C', 'text': 'headache'}, {'label': 'D', 'text': 'society'}, {'label': 'E', 'text': 'nature'}]",What includes both a person and a jellyfish?,natural world,humanity,headache,society,nature,0
C,411e50225637b76187cc36b24fe3127c,"[{'label': 'A', 'text': 'fuel'}, {'label': 'B', 'text': 'food'}, {'label': 'C', 'text': 'cargo ship'}, {'label': 'D', 'text': 'refrigerator'}, {'label': 'E', 'text': 'port'}]",What could bring a container from one place to another?,fuel,food,cargo ship,refrigerator,port,2
A,f49cbed605a903623637c74d7e5752ec,"[{'label': 'A', 'text': 'north america'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'great britain'}, {'label': 'D', 'text': 'rocky mountains'}, {'label': 'E', 'text': 'out of doors'}]","Even though legality is questionable, a lot of people have a pet ferret all over where?",north america,house,great britain,rocky mountains,out of doors,0
C,073e0a4fc4b0ca1304c17c5368f04757,"[{'label': 'A', 'text': 'sink'}, {'label': 'B', 'text': 'moustache'}, {'label': 'C', 'text': 'mammals'}, {'label': 'D', 'text': 'oils'}, {'label': 'E', 'text': 'barber shop'}]","Sally liked hair, and wanted to rub some every single day. However, she has no skill at cutting hair at all, and no interest in doing so.  What might she get to let her rub hair?",sink,moustache,mammals,oils,barber shop,2
D,2474deb235b3e66c972da5629d285ee9,"[{'label': 'A', 'text': 'better grades'}, {'label': 'B', 'text': 'higher intelligence'}, {'label': 'C', 'text': 'inspiration'}, {'label': 'D', 'text': 'increasing knowledge'}, {'label': 'E', 'text': 'strain eyes'}]","He was a trivia hound and loved being able to answer anything, he loved studying to do what?",better grades,higher intelligence,inspiration,increasing knowledge,strain eyes,3
B,d704344126fe44db556043532ec8be47,"[{'label': 'A', 'text': 'apartment'}, {'label': 'B', 'text': 'bedroom'}, {'label': 'C', 'text': 'woods'}, {'label': 'D', 'text': 'house'}, {'label': 'E', 'text': 'cabinet'}]",Where might a television used at night be?,apartment,bedroom,woods,house,cabinet,1
A,6010645b5e83c2548137d581cf804c2c,"[{'label': 'A', 'text': 'torso'}, {'label': 'B', 'text': 'garment'}, {'label': 'C', 'text': 'road'}, {'label': 'D', 'text': 'body'}, {'label': 'E', 'text': 'leg'}]",He curled up and tried to fall on his shoulder so his arm or what wouldn't take the hit?,torso,garment,road,body,leg,0
B,5930041ee4a551cecd1c1f446ff5e60d,"[{'label': 'A', 'text': 'used car lot'}, {'label': 'B', 'text': ""children's song""}, {'label': 'C', 'text': 'dead'}, {'label': 'D', 'text': 'chicken coop'}, {'label': 'E', 'text': 'washington d.c'}]","The family TV personality was dressed as a weasel, and he began to play a what?",used car lot,children's song,dead,chicken coop,washington d.c,1
